StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1.1,1.2,1.3,1.4,2.1,2.2,2.3,2.4,2.5,2.5_5_TEXT,2.6,2.7,2.7_6_TEXT,2.8,2.9,2.10,2.10_8_TEXT,2.11,2.11_7_TEXT,2.12,2.12_10_TEXT,2.13,2.13_7_TEXT,2.14,2.14_5_TEXT,2.15,2.16,2.16_7_TEXT,2.17,2.18,2.19,2.19,2.19,2.20,2.20_5_TEXT,2.21,2.21_9_TEXT,3.1,3.1_1_TEXT,3.2,3.2_8_TEXT,3.3,3.3_7_TEXT,3.4,3.5,3.6,3.7,3.8,3.9,3.10,3.11,3.12,3.13,3.13_8_TEXT,3.14,3.14_7_TEXT,3.15,3.16,3.16_6_TEXT,3.17,3.17_7_TEXT,3.18,3.19,3.20,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,4.10,4.10_1_TEXT,4.11,4.12,4.13,4.14,4.15,4.16,4.17,4.18,4.19,4.20,4.21,4.21_5_TEXT,4.22,5.23,4.24,4.25,4.26,4.27,4.28,4.29,4.30,5.1,5.1_5_TEXT,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10,5.11,5.12,5.12_6_TEXT,5.13,5.14,5.15,5.16,6.1,6.2,6.3,6.4,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,7.9_6_TEXT,7.10,7.11,7.12,7.13,7.14,7.15,7.16,7.17,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9
2025-05-26 12:44:56,2025-05-26 12:49:00,IP Address,209.237.133.5,100,244,True,2025-05-26 12:49:00,R_5ltaAOYKhBoGrsi,,,,,37.4577,-122.1957,anonymous,EN,05,447,28,19/03/2025,15,Female,,Secondary 2,Private school,,,Christian,,I am in school only,Currently have a boyfriend or girlfriend,Cement,,Cement,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,5,Wage employment,,3 meals,Purchased at market,Rarely,,,In the house,,Gas,,Yes,,Reusable pad,,Local market,,Often,No,No,Yes,No,,No,Do not wish to answer,Yes,At an afterschool club,,I am not sexually active,,Yes,Don't know,,The pregnancy was unintended,,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,"Yes, 1-3 times a week",Yes,13-16 years old,Yes,16-20 years old,"Large problem, many people drink too much",Most,Yes,,,Yes,Don't know,Don’t know,,,Yes,Yes,No,"Yes, we all have the same amount of work",No,Disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Neither agree nor disagree,Disagree,Some days,Not at all,Some days,More than half the days,More than half the days,Not at all,Some days,Some days,Not at all
2025-05-26 12:49:05,2025-05-26 12:52:48,IP Address,209.237.133.5,100,223,True,2025-05-26 12:52:49,R_6NX8ico9lim4tvu,,,,,37.4577,-122.1957,anonymous,EN,05,448,28,19/03/2025,16,Female,No,,,,Secondary 4,Christian,,I am unemployed and seeking a job,Currently have a boyfriend or girlfriend,Tiles,,Cement,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,,Wage employment,,3 meals,Purchased at market,,,,In the house,,Gas,,Yes,,Reusable pad,,Local market,,Often,Yes,No,Yes,No,,No,Do not wish to answer,Yes,At an afterschool club,,I am not sexually active,,Yes,Don't know,,The pregnancy was unintended,,Yes,Yes,Yes,Not sure,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,"Yes, 1-3 times a week",Yes,16-20 years old,Yes,16-20 years old,"Large problem, many people drink too much",Few,Yes,,,Yes,Don't know,Don’t know,,Yes,Don’t know,Yes,No,"Yes, we all have the same amount of work",No,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Disagree,Not at all,Some days,Not at all,Some days,Some days,Not at all,Not at all,Some days,Not at all
2025-05-26 12:54:45,2025-05-26 13:05:00,IP Address,209.237.133.5,100,614,True,2025-05-26 13:05:01,R_1ol3zXf2uNnFkrL,,,,,37.4577,-122.1957,anonymous,EN,05,449,28,19/03/2025,18,Male,No,,,,Secondary 4,Christian,,I am unemployed and seeking a job,Currently have a boyfriend or girlfriend,Cement,,Cement,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,,Wage employment,,3 meals,Purchased at market,,,,In the house,,Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,"Yes, 1-3 times a week",Yes,13-16 years old,Yes,16-20 years old,,Most,Yes,Traumatic experience,,Yes,Don't know,Don’t know,After 23 years old,Don’t know,Don’t know,Yes,Yes,"Yes, we all have the same amount of work",,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Strongly disagree,Not at all,Some days,Not at all,Some days,Some days,More than half the days,Not at all,More than half the days,Not at all
2025-05-26 13:14:32,2025-05-26 13:28:33,IP Address,209.237.133.5,100,840,True,2025-05-26 13:28:33,R_32MpZYPM9viH7l7,,,,,37.4577,-122.1957,anonymous,EN,05,450,28,19/03/2025,19,Female,No,,,,Secondary 4,Christian,,I am unemployed and seeking a job,Currently have a boyfriend or girlfriend,Cement,,Cement,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,,Wage employment,,3 meals,Purchased at market,,,,In the house,,Kerosene,,Yes,,Reusable pad,,Local market,,Sometimes,Yes,No,No,No,,No,Do not wish to answer,Yes,At an afterschool club,,Do not wish to answer,,Yes,Don't know,,Do not wish to answer,,Do not wish to answer,Do not wish to answer,Do not wish to answer,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Do not wish to answer,Yes,"Yes, 1-3 times a week",,13-16 years old,Do not wish to answer,16-20 years old,"Large problem, many people drink too much",Few,Yes,Traumatic experience,,Yes,Don't know,Don’t know,,,Don’t know,Don't know,Yes,"Yes, we all have the same amount of work",Yes,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Not at all,Some days,Not at all,Some days,Not at all,Not at all,Not at all,Not at all,Not at all
2025-05-26 13:28:49,2025-05-26 13:33:13,IP Address,209.237.133.5,100,264,True,2025-05-26 13:33:14,R_60qnI3qFSnKmpSc,,,,,37.4577,-122.1957,anonymous,EN,05,451,28,19/03/2025,16,Female,,,,,,Christian,,I am in school only,Currently have a boyfriend or girlfriend,Tiles,,Cement,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,,Wage employment,,3 meals,Purchased at market,,,,In the house,,Gas,,Yes,,Reusable pad,,Local market,,Sometimes,Yes,No,No,No,,No,Gender-based violence,Yes,At an afterschool club,,Do not wish to answer,,Yes,Don't know,,The pregnancy was unintended,,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Not at all,Some days,Not at all,Some days,Some days,Not at all,Some days,More than half the days,Not at all
2025-05-26 13:33:19,2025-05-26 13:51:18,IP Address,209.237.133.5,100,1079,True,2025-05-26 13:51:18,R_5m4c3KFibT99LLr,,,,,37.4577,-122.1957,anonymous,EN,05,482,31,19/03/2025,20,Female,No,,,,Secondary 4,Christian,,I am unemployed and seeking a job,Single,Cement,,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,5,"Organizational support (food aid, NGO, etc)",,2 meals,Purchased at market,Rarely,Rarely,Daily,In the house,,Coal/Charcoal,,Yes,,Disposable pad,,From a friend,,Rarely,Yes,Yes,No,Yes,18,No,Do not wish to answer,Yes,My school,,"Yes, I track my menstrual cycle",,Yes,At home,,"They cannot afford a child,The pregnancy was unintended,Family pressure,They wanted to stay in school,Fear of judgment from their family or community,They do not have support to raise a child",,Yes,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,,No,,"Large problem, many people drink too much",Don't know,Yes,,,Yes,Don't know,23-26 years old,,Don’t know,No,Yes,Yes,"Yes, we all have the same amount of work",No,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Not at all,Some days,Not at all,Some days,Not at all,Not at all,Some days,Not at all,Not at all
2025-05-26 13:51:37,2025-05-26 13:55:26,IP Address,209.237.133.5,100,228,True,2025-05-26 13:55:26,R_7FGlug8iIg2vyk9,,,,,37.4577,-122.1957,anonymous,EN,05,480,31,19/03/2025,30,Female,No,,,,,Christian,,I am unemployed and seeking a job,Married,Cement,,Sheet metal,,Shared pit latrine,,Public tap,,I share a shower/bathing are with my neighbor,,,"Organizational support (food aid, NGO, etc)",,2 meals,Purchased at market,Never,Daily,Once or twice a week,I buy food outside of my house,,Gas,,Yes,,Reusable pad,,From a health clinic,,Sometimes,Yes,Yes,Sometimes,No,,Yes,Do not wish to answer,Yes,At an afterschool club,,Do not wish to answer,,Yes,At home,,The pregnancy was unintended,,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Yes,Do not wish to answer",Do not wish to answer,No,No,Yes,,Yes,Do not wish to answer,Don’t know,Most,Yes,,,No,Don't know,Never,,Don’t know,No,No,Yes,Don’t know,,Agree,Agree,Agree,Disagree,,Agree,Agree,Some days,Not at all,Some days,Not at all,Some days,Not at all,Some days,Not at all,Not at all
2025-05-26 13:55:56,2025-05-30 10:49:34,IP Address,47.154.127.91,100,334418,True,2025-05-30 10:49:35,R_6H1v4h2VhNiE8aj,,,,,37.4577,-122.1957,anonymous,EN,05,491,37,19/03/2025,,Female,No,,,,Secondary 1,Christian,,I am unemployed and seeking a job,Married,Cement,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,,,,Wage employment,,2 meals,Purchased at market,Daily,Rarely,,In the house,,Gas,,Yes,14,Reusable pad,,Local market,,Sometimes,Yes,No,No,Yes,17,Yes,For pleasure,Yes,My school,,"Yes, I use condoms,Yes, I track my menstrual cycle",,No,,,"They cannot afford a child,The pregnancy was unintended,Family pressure,They wanted to stay in school,Fear of judgment from their family or community,They do not have support to raise a child",,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Government health facility,,No,Yes,Yes,I do not have a healthcare provider,Yes,Yes,Yes,Yes,1 year,No,With my partner,,Yes,Yes,"Yes, it negatively impacted my mental health",Yes,No,No,No,,,,,No,,"Large problem, many people drink too much",Few,Don't know,,,No,15-17 years old,19-22 years old,19-22 years old,Yes,Yes,Yes,,"Yes, we all have the same amount of work",No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Agree,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
2025-05-30 10:49:47,2025-05-30 10:53:45,IP Address,47.154.127.91,100,237,True,2025-05-30 10:53:46,R_7BiFoMB1ojkoBup,,,,,33.7445,-118.387,anonymous,EN,05,492,37,19/03/2025,35,Female,No,,,,,Christian,,I am employed,Married,Cement,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,I buy water to bathe in my house,,3,Wage employment,,3 meals,Purchased at market,Daily,Rarely,Daily,In the house,,Gas,,Yes,14,Reusable pad,,Local market,,Sometimes,Yes,Yes,Yes,Yes,15,Yes,For pleasure,Yes,My school,,"Yes, I track my menstrual cycle",,No,,,Fear of judgment from their family or community,,Yes,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do not wish to answer,No,No,Yes,"Yes, 1-3 times a week",No,,No,,"Large problem, many people drink too much",Most,Don't know,Traumatic experience,,No,>18 years old,23-26 years old,After 23 years old,Yes,Yes,Yes,,"No, the girls have to do more housework than the boys in the household",Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
2025-05-30 10:53:53,2025-05-30 10:57:48,IP Address,47.154.127.91,100,234,True,2025-05-30 10:57:48,R_1CHi8ET1j7TZGA8,,,,,33.7445,-118.387,anonymous,EN,05,493,37,19/03/2025,,Male,No,,,,,Christian,,I am unemployed and seeking a job,Married,Cement,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,I buy water to bathe in my house,,3,Wage employment,,3 meals,Purchased at market,Daily,Rarely,Daily,In the house,,Gas,,,,,,,,,,,,Yes,15,Yes,For pleasure,No,,,"Yes, I use condoms",,Do not wish to answer,,,"They cannot afford a child,The pregnancy was unintended,Family pressure,They wanted to stay in school,Fear of judgment from their family or community,They do not have support to raise a child",,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Do not wish to answer,No,"Yes, every day",No,,No,,"Large problem, many people drink too much",Few,Don't know,Traumatic experience,,No,15-17 years old,19-22 years old,15-18 years olf,Yes,Yes,Don't know,No,Don’t know,,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,,Some days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
2025-05-30 10:57:55,2025-05-30 11:01:46,IP Address,47.154.127.91,100,230,True,2025-05-30 11:01:47,R_13QnBh5tAjWdjRn,,,,,33.7445,-118.387,anonymous,EN,05,494,37,19/03/2025,22,Female,,,,,,,,,,,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,I buy water to bathe in my house,,5,Wage employment,,2 meals,Purchased at market,Daily,Never,Once or twice a week,In the house,,Gas,,Yes,14,Reusable pad,,Local market,,Rarely,No,No,No,Yes,16,No,Because of peer pressure,Yes,"My school,My parents",,"Yes, I use condoms",,No,,,They wanted to stay in school,,No,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,,"Yes, every day",No,,No,,"Large problem, many people drink too much",Few,Don't know,Traumatic experience,,No,15-17 years old,19-22 years old,19-22 years old,Yes,Yes,Don't know,Yes,"No, the girls have to do more housework than the boys in the household",Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
2025-05-30 11:01:55,2025-05-30 11:05:08,IP Address,47.154.127.91,100,192,True,2025-05-30 11:05:08,R_1wMlpeJXcy21evC,,,,,33.7445,-118.387,anonymous,EN,05,495,37,19/03/2025,20,Female,No,,,,,Pagen,,I am employed,Single,Cement,,Sheet metal,,Shared flush/pour flush to latrine,,Public tap,,I buy water to bathe in my house,,2,Wage employment,,3 meals,Purchased at market,Daily,Once or twice a week,Daily,In the house,,Gas,,Yes,14,Reusable pad,,Local market,,Rarely,No,No,,Yes,17,Yes,For pleasure,Yes,My parents,,"Yes, I am on the birth control pill",,No,,,The pregnancy was unintended,,Yes,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,"Yes, 1-3 times a week",No,,No,,"Large problem, many people drink too much",Most,Don't know,,,No,>18 years old,23-26 years old,19-22 years old,No,No,Don't know,Don't Know,"No, the girls have to do more housework than the boys in the household",Yes,Strongly disagree,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
2025-05-30 11:05:13,2025-05-30 11:10:16,IP Address,47.154.127.91,100,302,True,2025-05-30 11:10:16,R_72JZK0beFnFfLgI,,,,,33.7445,-118.387,anonymous,EN,05,496,37,19/03/2025,35,Male,,,,,,Christian,,I am employed,Married,Cement,,Sheet metal,,Shared flush/pour flush to latrine,,Public tap,,I buy water to bathe in my house,,3,Wage employment,,3 meals,Purchased at market,Daily,Rarely,Rarely,In the house,,Gas,,Yes,14,Disposable pad,,Local market,,Rarely,No,Yes,,Yes,17,No,For pleasure,Yes,My school,,"Yes, I track my menstrual cycle",,No,,,The pregnancy was unintended,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,18,No,,3,No,,Yes,No,Yes,Yes,Yes,Yes,Yes,Because of my age,,Yes,Government health facility,Yes,Yes,Yes,"Yes, it improved my mental health",Yes,No,No,Government health facility,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Longer than 1 year,Yes,With my partner,,Yes,Yes,"Yes, it improved my mental health",I do not wish to answer,No,No,No,Yes,No,No,,No,,"Large problem, many people drink too much",Few,Don't know,,,Yes,>18 years old,23-26 years old,19-22 years old,Yes,Yes,Yes,Don't Know,"No, the girls have to do more housework than the boys in the household",Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
2025-05-30 11:10:31,2025-05-30 11:38:37,IP Address,47.154.127.91,100,1686,True,2025-05-30 11:38:38,R_7zqjs4mXNQmodTH,,,,,33.7445,-118.387,anonymous,EN,05,478,31,19/03/2025,20,Female,No,,,,Secondary 4,Christian,,I am unemployed and seeking a job,Married,Cement,,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,2,Wage employment,,2 meals,Purchased at market,,Rarely,Daily,In the house,,Coal/Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,"Yes, 1-3 times a week",Yes,13-16 years old,Yes,16-20 years old,"Large problem, many people drink too much",Don't know,Don't know,Traumatic experience,,Yes,>18 years old,19-22 years old,19-22 years old,Yes,Yes,No,No,"No, the girls have to do more housework than the boys in the household",Yes,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Some days,Some days,Some days,,Some days,Nearly every day,More than half the days,Some days,Some days
2025-05-30 11:38:42,2025-05-30 11:42:23,IP Address,47.154.127.91,100,220,True,2025-05-30 11:42:24,R_6w2b9Cqh1enachz,,,,,33.7445,-118.387,anonymous,EN,05,479,31,19/03/2025,19,Female,No,,,,Secondary 4,Christian,,I am unemployed and seeking a job,Single,Cement,,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,6,"Organizational support (food aid, NGO, etc)",,2 meals,Purchased at market,Rarely,Rarely,Daily,In the house,,Coal/Charcoal,,Yes,,Disposable pad,,Local market,,Rarely,Yes,Yes,No,Yes,17,No,I was curious about sex,Yes,My school,,"Yes, I track my menstrual cycle",,Yes,At home,,"They cannot afford a child,The pregnancy was unintended,Family pressure,They wanted to stay in school,Fear of judgment from their family or community,They do not have support to raise a child",,Yes,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,,No,,"Large problem, many people drink too much",Don't know,Yes,Traumatic experience,,Yes,Don't know,23-26 years old,After 23 years old,Don’t know,No,Yes,Yes,"Yes, we all have the same amount of work",No,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Not at all,Some days,Not at all,Some days,Not at all,Some days,Some days,Some days,Not at all
2025-05-30 11:42:28,2025-05-30 11:45:45,IP Address,47.154.127.91,100,196,True,2025-05-30 11:45:45,R_1zyjs7vU9aMdSSd,,,,,33.7445,-118.387,anonymous,EN,05,481,31,19/03/2025,14,Female,Yes,Primary 7,Government school,,,Christian,,I am in school only,Single,Carpet,,Sheet metal,,Shared fresh life toilet,,Public tap,,I pay to use a public shower/bathing facility,,6,"Transfers (pension, social security, etc)",,2 meals,Purchased at market,Rarely,Rarely,Daily,In the house,,Gas,,Yes,,Reusable pad,,Local market,,Often,Yes,Yes,Yes,No,,No,,Yes,From an NGO,,I am not sexually active,,No,Don't know,,,,Yes,Yes,Yes,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,No,,Yes,13-16 years old,"Large problem, many people drink too much",Don't know,Yes,Family history,,Yes,>18 years old,After 26 years old,After 23 years old,Don’t know,Yes,Yes,Yes,"Yes, we all have the same amount of work",No,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Some days,Some days,Some days,Some days,Nearly every day,More than half the days,Some days,Some days,Some days
2025-05-30 11:45:50,2025-05-30 11:48:31,IP Address,47.154.127.91,100,160,True,2025-05-30 11:48:32,R_7eyNgOY5laUhsQz,,,,,33.7445,-118.387,anonymous,EN,05,435,27,19/03/2025,12,Male,Yes,Primary 7,Government school,,,Christian,,I am in school only,Single,Cement,,Sheet metal,,Shared pit latrine,,Public tap,,I share a shower/bathing are with my neighbor,,,"Organizational support (food aid, NGO, etc)",,2 meals,Combination of home garden and local market,Rarely,Once or twice a week,Daily,In the house,,Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,,"Yes, every day",No,,No,Do not wish to answer,Don’t know,Most,Don't know,Traumatic experience,,Yes,Don't know,Don’t know,,No,Don’t know,No,,Don’t know,Yes,Agree,Agree,Agree,Agree,,Agree,Disagree,Not at all,Not at all,Not at all,Not at all,Not at all,Some days,Some days,,Some days
2025-05-30 11:49:10,2025-05-30 11:52:46,IP Address,47.154.127.91,100,216,True,2025-05-30 11:52:47,R_5P69rNhassbQCZw,,,,,33.7445,-118.387,anonymous,EN,05,436,27,19/03/2025,19,Female,Yes,Primary 7,Private school,,,Jewish,,I am in school only,Single,Wood/planks,,Cement,,Own pit latrine,,Public tap,,I share a shower/bathing are with my neighbor,,,"Organizational support (food aid, NGO, etc)",,2 meals,Combination of home garden and local market,Daily,Never,Daily,In a separate building,,Gas,,No,,,,,,,,,,No,,No,Do not wish to answer,Yes,My parents,,Do not wish to answer,,Yes,,,Do not wish to answer,,Yes,Yes,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"Yes,Do not wish to answer",Do not wish to answer,Yes,No,No,Do not wish to answer,Do not wish to answer,Do not wish to answer,Don’t know,Most,Yes,Traumatic experience,,No,Don't know,Don’t know,After 23 years old,Yes,Don’t know,No,Yes,Don’t know,,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Not at all,Some days,Not at all,Nearly every day,Nearly every day,Not at all,Some days,Not at all,Some days
2025-05-30 11:52:48,2025-05-30 11:57:42,IP Address,47.154.127.91,100,293,True,2025-05-30 11:57:42,R_1PvjCKoJhXkW6iJ,,,,,33.7445,-118.387,anonymous,EN,05,432,27,19/03/2025,21,Female,No,,,,,Christian,,I am unemployed and not seeking a job,Single,Cement,,Sheet metal,,Shared pit latrine,,Public tap,,I share a shower/bathing are with my neighbor,,12,Relatives/Remittances,,2 meals,Purchased at market,Daily,Never,Never,In the house,,Gas,,Yes,15,Cloth,,"Other, please specify",home clothes,Often,Yes,Yes,Yes,No,,,,,"My school,My friends,My parents",,,,No,At home,,They wanted to stay in school,,No,Yes,Yes,No,,,,,,,Yes,,Yes,,,Yes,,Yes,No,Yes,No,No,Yes,Yes,Because of my age,,Yes,My friends and family gave me advice while I was pregnant,Yes,,Yes,"Yes, it negatively impacted my mental health",Yes,Yes,,NGO,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1-3 months,Yes,With my parents,,No,No,"Yes, it improved my mental health",Yes,Yes,No,Yes,Yes,No,No,,Yes,16-20 years old,"A small problem, a few people drink too much",Few,No,"God’s will,Family history",,Yes,15-17 years old,19-22 years old,Under 15 years old,Yes,Yes,Yes,Yes,"No, the girls have to do more housework than the boys in the household",Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Not at all,Not at all,Nearly every day,Not at all,Nearly every day,More than half the days,Not at all,Not at all,Some days
